Domain	Filename	Entity	Linkable	Split	Split Terms	Wiki IDs
Earth_Science	S0025322712001600.ann	smectite/(illite+chlorite)		Yes	smectite,illite,chlorite	https://en.wikipedia.org/wiki/Clay_minerals,NOUN_659867_0_1;https://en.wikipedia.org/wiki/Illite,NOUN_1318009_0_1;https://en.wikipedia.org/wiki/Chlorite,NOUN_233265_0_1
Earth_Science	S0012821X13002185.ann	marine sediment		No		https://en.wikipedia.org/wiki/Pelagic_sediment,
Earth_Science	S0967064513002774.ann	the metabolism		0		https://en.wikipedia.org/wiki/Metabolism,NOUN_62265_0_1
Earth_Science	S175058361300203X.ann	Temperature		0		https://en.wikipedia.org/wiki/Temperature,NOUN_4531_0_3
Earth_Science	S0012821X13002185.ann	during the Late Eocene		No	Late Eocene	https://en.wikipedia.org/wiki/Eocene,
Earth_Science	S0012821X12004384.ann	vegetation		No		https://en.wikipedia.org/wiki/Vegetation,NOUN_75560_0_1
Earth_Science	S0025322712001600.ann	the monsoon		No		https://en.wikipedia.org/wiki/Monsoon,NOUN_38416_0_2
Earth_Science	S027737911400050X.ann	tephra occurrences		No	tephra	https://en.wikipedia.org/wiki/Tephra,NOUN_465996_0_1
Earth_Science	S0012821X13007309.ann	continental and LIP-derived nutrients		Yes	continental,LIP,nutrients	https://en.wikipedia.org/wiki/Continent,ADJECTIVE_64158_0_1;https://en.wikipedia.org/wiki/Large_igneous_province,NOUN_5057850_0_1;https://en.wikipedia.org/wiki/Nutrient,NOUN_85548_0_1
Earth_Science	S0012821X13002185.ann	declining	0			
Earth_Science	S0025322712001600.ann	two localities		No	localities	https://en.wikipedia.org/wiki/Human_settlement,NOUN_229355_0_5
Earth_Science	S092181811300218X.ann	CaCO3		0		https://en.wikipedia.org/wiki/Calcium_carbonate,
Earth_Science	S0967064513002774.ann	the alkalinity anomaly technique		0	alkalinity anomaly technique	,
Earth_Science	S0012821X12004384.ann	Pollen and spore assemblages		Yes	Pollen,spore,assemblages	https://en.wikipedia.org/wiki/Pollen,NOUN_40871_0_1;https://en.wikipedia.org/wiki/Spore,NOUN_193580_0_1;,NOUN_318649_0_2
Earth_Science	S1367912013002277.ann	heavy-mineral gravity fractionation		1	heavy-mineral,gravity,fractionation	https://en.wikipedia.org/wiki/Heavy_mineral,;https://en.wikipedia.org/wiki/Gravity,NOUN_6532_0_4;https://en.wikipedia.org/wiki/Fractionation,NOUN_494958_0_1
Earth_Science	S0921818113002245.ann	correcting	0			
Earth_Science	S0967064513002774.ann	projected ocean acidification		0	ocean acidification	https://en.wikipedia.org/wiki/Ocean_acidification,
Earth_Science	S0012821X13002185.ann	organic carbon		No		https://en.wikipedia.org/wiki/Total_organic_carbon,
Earth_Science	S1367912013002277.ann	Sedimentary Ti/Al molar ratios		Yes	Sedimentary,Ti,Al,molar ratios	https://en.wikipedia.org/wiki/Sedimentary_rock,ADJECTIVE_226994_0_1;https://en.wikipedia.org/wiki/Titanium,SYMBOL_161297_0_1;https://en.wikipedia.org/wiki/Aluminium,SYMBOL_110375_0_1;https://en.wikipedia.org/wiki/Molar_concentration,
Earth_Science	S0012821X13007309.ann	Oceanic Anoxic Event 2		No		https://en.wikipedia.org/wiki/Cenomanian-Turonian_boundary_event,
Earth_Science	S0012821X12004384.ann	a long term change	No			
Earth_Science	S0012821X12004384.ann	the North Sea Basin		No		https://en.wikipedia.org/wiki/North_Sea,
Earth_Science	S0025322712001600.ann	clear	0			
Earth_Science	S027737911400050X.ann	volcanoes		No		https://en.wikipedia.org/wiki/Volcano,NOUN_66922_0_1
Earth_Science	S175058361300203X.ann	increase	0			
Earth_Science	S1750583613004192.ann	The plume's progress		0	plume	https://en.wikipedia.org/wiki/Plume_(fluid_dynamics),NOUN_90156_0_5
Earth_Science	S0012821X13007309.ann	the OAE 2		No		https://en.wikipedia.org/wiki/Cenomanian-Turonian_boundary_event,
Earth_Science	S0025322712001600.ann	monsoon		No		https://en.wikipedia.org/wiki/Monsoon,NOUN_38416_0_2
Earth_Science	S0921818113002245.ann	quantified	0			
Earth_Science	S027737911400050X.ann	the late Quaternary		No		https://en.wikipedia.org/wiki/Quaternary,
Earth_Science	S1750583613004192.ann	the Sleipner gas condensate field		0		https://en.wikipedia.org/wiki/Sleipner_gas_field,
Earth_Science	S0012821X13002185.ann	Upwelling		0		https://en.wikipedia.org/wiki/Upwelling,NOUN_8887_0_2
Earth_Science	S1367912013002277.ann	a new proxy	0			
Earth_Science	S0921818113002245.ann	reference curves		0		,
Earth_Science	S027737911400050X.ann	tephrochronology		No		https://en.wikipedia.org/wiki/Tephrochronology,NOUN_4692723_0_1
Earth_Science	S0921818113002245.ann	Bayesian modelling		0		https://en.wikipedia.org/wiki/Bayesian_inference,
Earth_Science	S0967064513002774.ann	the most widespread cold-water coral (CWC) species		0	cold-water coral (CWC) species	https://en.wikipedia.org/wiki/Deep-water_coral,
Earth_Science	S0025322712001600.ann	stronger weathering		No		https://en.wikipedia.org/wiki/Weathering,NOUN_79533_0_2
Engineering	S096014811300517X.ann	The power coefficient		No		,
Engineering	S0960148113002048.ann	peak power absorption		0	peak power	,
Engineering	S0960148113004989.ann	The gradient		0	gradient	https://en.wikipedia.org/wiki/Gradient,NOUN_95076_0_3
Engineering	S0960148113004989.ann	extracted	0			
Engineering	S0960148113004989.ann	an economically useful amount of power		0	power	https://en.wikipedia.org/wiki/Electricity,NOUN_8184_0_2
Engineering	S0960148113004989.ann	this potential	0			
Engineering	S0960148113002048.ann,S0960148113002735.ann	evaluated	0			
Engineering	S0167610513001001.ann	above rooftop level		Yes	rooftop,level	,NOUN_484661_0_1;https://en.wikipedia.org/wiki/Storey,NOUN_56157_1_8
Engineering	S0960148113002048.ann	investigated	0			
Engineering	S0167610513002729.ann	the near-field region		No		https://en.wikipedia.org/wiki/Near_and_far_field,
Engineering	S0960148113002735.ann	electric model		0	electric	https://en.wikipedia.org/wiki/Electricity,ADJECTIVE_8124_0_1
Engineering	S0960148113004989.ann	a two-dimensional finite element shallow water model		1	two-dimensional,finite element,shallow water model	https://en.wikipedia.org/wiki/Two-dimensional_space,ADJECTIVE_72276_0_1;https://en.wikipedia.org/wiki/Finite_element_method,NOUN_1595158_0_1;https://en.wikipedia.org/wiki/Shallow_water_equations,
Engineering	S0378383912000130.ann	The surface flow module		0	surface flow	,
Engineering	S0960148113004989.ann	many turbines		0	turbines	https://en.wikipedia.org/wiki/Turbine,NOUN_229227_0_1
Engineering	S0167610513002729.ann	wind direction		No	wind direction	https://en.wikipedia.org/wiki/Wind_direction,
Engineering	S0167610512002292.ann	the building		No		https://en.wikipedia.org/wiki/Building,NOUN_7336_0_2
Engineering	S0167610513002729.ann	the buildings		No		https://en.wikipedia.org/wiki/Building,NOUN_7336_0_2
Engineering	S0167610512002292.ann	accurately	No			
Engineering	S0960148113004989.ann	backwards	0			
Engineering	S0960148113002048.ann	wind measurements		0		https://en.wikipedia.org/wiki/Anemometer,
Engineering	S0167610513002729.ann	enhanced concentration fluctuations		0	concentration	,NOUN_61442_0_3
Engineering	S0167610512002292.ann	rotational quaternions		Yes	rotational,quaternions	,ADJECTIVE_468547_0_1;https://en.wikipedia.org/wiki/Quaternion,NOUN_28232_0_3
Engineering	S0167610513002729.ann	building layout		Yes	building,layout	https://en.wikipedia.org/wiki/Building,NOUN_7336_0_2;,NOUN_101149_0_1
Engineering	S0960148113002048.ann	a too low	0			
Engineering	S0960148113002735.ann	each turbine		0	turbine	https://en.wikipedia.org/wiki/Turbine,NOUN_229227_0_1
Engineering	S0378383913001567.ann	computational domains	0			
Engineering	S0167610513001001.ann	The 3-beam method		No		,
Engineering	S0960148113005727.ann	Decreasing output	0			
Engineering	S0960148113004989.ann	a fraction of the time	0			
Engineering	S0960148113005727.ann	Wind turbines		0		https://en.wikipedia.org/wiki/Wind_turbine,NOUN_88925_0_1
Engineering	S0167610512002292.ann	The rotation		No	rotation	https://en.wikipedia.org/wiki/Rotation,NOUN_99576_0_1
Engineering	S0167610512002292.ann	CFD		No	CFD	https://en.wikipedia.org/wiki/CFD_in_buildings,NOUN_315901_0_1
Engineering	S0960148113005727.ann	1.6 ± 0.2% of their output per year		0	year	https://en.wikipedia.org/wiki/Year,NOUN_1729_0_1
Engineering	S0167610512002292.ann	flight		No		https://en.wikipedia.org/wiki/Flight,NOUN_28743_0_1
Engineering	S0167610513002729.ann	their magnitudes		No		https://en.wikipedia.org/wiki/Magnitude_(mathematics),NOUN_69117_0_3
Engineering	S0167610512002292.ann	obstructions		No	obstructions	,NOUN_50740_0_2
Engineering	S096014811300517X.ann	Theory		No		https://en.wikipedia.org/wiki/Theory,NOUN_7354_0_3
Engineering	S0960148113002735.ann	the deviations	0			
Engineering	S0960148113004989.ann	the turbine wakes		1	turbine,wakes	https://en.wikipedia.org/wiki/Wind_turbine,NOUN_229227_0_1;https://en.wikipedia.org/wiki/Wake,NOUN_7746_3_3
Engineering	S0378383911001669.ann	the backwash shoreline position		Yes	backwash,shoreline position	https://en.wikipedia.org/wiki/Swash,NOUN_1062452_0_1;https://en.wikipedia.org/wiki/Shore,
Engineering	S0167610512002292.ann	potential energy		No	potential energy	https://en.wikipedia.org/wiki/Potential_energy,NOUN_105331_0_1
Engineering	S0378383912000130.ann	Swash model		0	Swash	https://en.wikipedia.org/wiki/Swash,NOUN_1062452_0_1
Engineering	S0378383911001669.ann	Laser-induced fluorescence		No		https://en.wikipedia.org/wiki/Laser-induced_fluorescence,
Engineering	S0960148113002048.ann	The electric load		0		https://en.wikipedia.org/wiki/Electrical_load,
Engineering	S0167610513001001.ann	3993h of wind speed data		Yes	h,wind speed,data	https://en.wikipedia.org/wiki/Hour,SYMBOL_8693_1_2;https://en.wikipedia.org/wiki/Wind_speed,NOUN_1975793_0_1;https://en.wikipedia.org/wiki/Data,NOUN_38438_0_1
Engineering	S0960148113002048.ann	A control system		0		https://en.wikipedia.org/wiki/Control_system,
Engineering	S0960148113002048.ann	an electrical model		0		https://en.wikipedia.org/wiki/Electrical_network,
Engineering	S0167610513001001.ann	below 20ms-1		No	ms-1	https://en.wikipedia.org/wiki/Metre_per_second,
Engineering	S0960148113005727.ann	a farm's life		Yes	farm,life	https://en.wikipedia.org/wiki/Wind_farm,;,NOUN_8394_0_6
Engineering	S0378383913001567.ann	the breaking related energy dissipation		0	energy dissipation	https://en.wikipedia.org/wiki/Dissipation,
Engineering	S0167610512002292.ann	the plates		No	plates	,NOUN_8351_0_6
Engineering	S0378383912000130.ann	the NLSWEs		Yes	NL,SWEs	https://en.wikipedia.org/wiki/Nonlinear_system,;https://en.wikipedia.org/wiki/Shallow_water_equations,
Engineering	S0167610513001001.ann	more wind speed data		Yes	wind speed,data	https://en.wikipedia.org/wiki/Wind_speed,NOUN_1975793_0_1;https://en.wikipedia.org/wiki/Data,NOUN_38438_0_1
Engineering	S0378383912000130.ann	experimental results		0	experimental	https://en.wikipedia.org/wiki/Experiment,ADJECTIVE_94589_0_1
Engineering	S0960148113002735.ann	the wind speeds		0	wind speeds	https://en.wikipedia.org/wiki/Wind_speed,NOUN_1975793_0_1
Engineering	S0960148113002735.ann	electrical topologies		0		https://en.wikipedia.org/wiki/Topology_(electrical_circuits),
Engineering	S096014811300517X.ann	decreased	0			
Engineering	S0378383912000130.ann	the unsaturated region of the beach		0	beach	https://en.wikipedia.org/wiki/Beach,NOUN_35987_0_1
Engineering	S0378383912000130.ann	subsurface		0		https://en.wikipedia.org/wiki/Bedrock,NOUN_492626_0_1
Engineering	S0167610513002729.ann	Dispersion	0			
Engineering	S0378383912000130.ann	predictions	0			
Engineering	S0167610512002292.ann	entering	No			
Engineering	S0960148113005727.ann	load factors		0		https://en.wikipedia.org/wiki/Load_factor_(electrical),
Engineering	S0167610512002292.ann	fly	No			
Engineering	S096014811300517X.ann,S0960148113005727.ann	decreases	0			
Engineering	S0167610513002729.ann	building wakes		No		,
Engineering	S0378383911001669.ann	shallow	0			
Engineering	S0960148113005727.ann	1686 farm-years		1	farm,years	https://en.wikipedia.org/wiki/Wind_farm,;https://en.wikipedia.org/wiki/Year,NOUN_1729_0_1
Engineering	S0960148113004989.ann	the formulation		0		https://en.wikipedia.org/wiki/Formulation,NOUN_61848_0_1
Engineering	S0167610513001001.ann	local air quality		No	air quality	https://en.wikipedia.org/wiki/Air_pollution,
Engineering	S096014811300517X.ann	sites		No	sites	https://en.wikipedia.org/wiki/Location,NOUN_62598_1_1
Engineering	S0167610512002292.ann	a complex 3D spinning mode		Yes	3D,spinning,mode	https://en.wikipedia.org/wiki/Three-dimensional_space,ADJECTIVE_311535_0_1;https://en.wikipedia.org/wiki/Spin_(aerodynamics),ADJECTIVE_192506_0_1;,NOUN_39382_0_3
Engineering	S0378383912000130.ann	the surface and subsurface flow		1	surface,subsurface flow	,;https://en.wikipedia.org/wiki/Subsurface_flow,
Engineering	S0960148113002048.ann	power absorption		0	power	https://en.wikipedia.org/wiki/Electricity,NOUN_8184_0_2
Engineering	S0960148113004989.ann	renewable energy		0		https://en.wikipedia.org/wiki/Renewable_energy,NOUN_530418_0_1
Engineering	S0960148113002048.ann	the simulations	0			
Engineering	S0167610512002292.ann	decelerate	No			
Engineering	S0167610513001001.ann	a short scan time		Yes	scan,time	,NOUN_62538_1_1;https://en.wikipedia.org/wiki/Time,NOUN_2283_0_2
Engineering	S0378383912000130.ann	the surface-subsurface water exchange		No		https://en.wikipedia.org/wiki/Water_cycle,
Engineering	S0167610512002292.ann	large amounts	No			
Engineering	S0378383911001669.ann	5.4mm		No	mm	https://en.wikipedia.org/wiki/Millimetre,SYMBOL_29431_0_1
Engineering	S0960148113004989.ann	A shallow water model		0		https://en.wikipedia.org/wiki/Shallow_water_equations,
Engineering	S0960148113004989.ann	optimisation iteration		1	optimisation,iteration	https://en.wikipedia.org/wiki/Mathematical_optimization,NOUN_281294_0_1;https://en.wikipedia.org/wiki/Iterative_and_incremental_development,NOUN_62150_0_2
Engineering	S0167610512002292.ann	its potential energy		No	potential energy	https://en.wikipedia.org/wiki/Potential_energy,NOUN_105331_0_1
Engineering	S0960148113002735.ann	A VAWT farm		0		https://en.wikipedia.org/wiki/Vertical_axis_wind_turbine,
Engineering	S0378383912000130.ann	Validation	0			
Engineering	S096014811300517X.ann	a two-dimensional vortex method		Yes	two-dimensional,vortex method	https://en.wikipedia.org/wiki/Two-dimensional_space,ADJECTIVE_72276_0_1;https://en.wikipedia.org/wiki/Computational_fluid_dynamics#Vortex_method,
Engineering	S0378383911001669.ann	velocities		No		https://en.wikipedia.org/wiki/Velocity,NOUN_6535_0_1
Engineering	S0960148113002048.ann	analysed	0			
Engineering	S0378383912000130.ann	the wetting front		0	wetting	https://en.wikipedia.org/wiki/Wetting,NOUN_88005_1_1
Engineering	S0167610513001001.ann	Remote sensing instruments		Yes	Remote sensing,instruments	https://en.wikipedia.org/wiki/Remote_sensing,NOUN_84073_0_1;https://en.wikipedia.org/wiki/Scientific_instrument,NOUN_40517_0_4
Engineering	S0378383912000130.ann	bores		0	bores	https://en.wikipedia.org/wiki/Tidal_bore,
Engineering	S096014811300517X.ann	The optimal tip speed ratio		Yes	optimal,tip speed ratio	,ADJECTIVE_84047_0_1;https://en.wikipedia.org/wiki/Tip-speed_ratio,
Engineering	S0378383913001567.ann	the free surface elevation		0	free surface	https://en.wikipedia.org/wiki/Free_surface,
Engineering	S096014811300517X.ann	the channel width		Yes	channel,width	,NOUN_66428_0_5;https://en.wikipedia.org/wiki/Length,NOUN_41281_0_2
Engineering	S0378383911001669.ann	sand		No		https://en.wikipedia.org/wiki/Sand,NOUN_8445_0_1
Engineering	S0960148113002735.ann	The evaluation	0			
Engineering	S0960148113002735.ann	a mutual DC-bus		0	DC-bus	https://en.wikipedia.org/wiki/DC-BUS,
Engineering	S0167610513001001.ann	a three-beam Doppler lidar wind profiling method		Yes	three-beam Doppler lidar,wind profiling	,;https://en.wikipedia.org/wiki/Wind_profiler,
Engineering	S0960148113005727.ann	these factors	0			
Engineering	S0167610512002292.ann	limited experimental observations		Yes	experimental,observations	,ADJECTIVE_94589_0_1;https://en.wikipedia.org/wiki/Observation,NOUN_9093_0_1
Engineering	S0167610513002729.ann	buildings		No		https://en.wikipedia.org/wiki/Building,NOUN_7336_0_2
Engineering	S0167610512002292.ann	a simple double-eaved building		Yes	eaved,building	https://en.wikipedia.org/wiki/Eaves,ADJECTIVE_4920124_0_1;https://en.wikipedia.org/wiki/Building,NOUN_7336_0_2
Engineering	S0167610513002729.ann	key aspects	0			
Engineering	S0378383912000130.ann	pore-air pressure build-up		1	pore,air pressure	,NOUN_175492_0_2;https://en.wikipedia.org/wiki/Atmospheric_pressure,NOUN_204697_0_1
Engineering	S0378383911001669.ann	depth-averaged velocities		No	velocities	https://en.wikipedia.org/wiki/Velocity,NOUN_6535_0_1
Engineering	S0960148113005727.ann	the actual and theoretical ideal load factors		0	load factors	https://en.wikipedia.org/wiki/Load_factor_(electrical),
Engineering	S096014811300517X.ann	optimized	0			
Engineering	S0960148113005727.ann	This level	0			
Engineering	S096014811300517X.ann	free flow		No	free flow	,
Engineering	S096014811300517X.ann	a vertical axis turbine		No	vertical axis turbine	https://en.wikipedia.org/wiki/Vertical_axis_wind_turbine,
Engineering	S0378383913001567.ann	The equations		0		https://en.wikipedia.org/wiki/Equation,NOUN_52486_0_2
Engineering	S0378383912000130.ann	vertical piston-like flow		1	piston,flow	https://en.wikipedia.org/wiki/Piston,NOUN_91436_0_1;https://en.wikipedia.org/wiki/Fluid_dynamics,NOUN_8443_0_2
Engineering	S0960148113002735.ann	the evaluation	0			
Engineering	S0960148113005727.ann	the hourly wind speed		1	hourly,wind speed	,ADVERB_261765_1_1;https://en.wikipedia.org/wiki/Wind_speed,NOUN_1975793_0_1
Engineering	S096014811300517X.ann	the numerical parameters		No		https://en.wikipedia.org/wiki/Statistical_parameter,
Engineering	S0378383911001669.ann	the hydrodynamics		No		https://en.wikipedia.org/wiki/Fluid_dynamics,NOUN_246841_0_1
Engineering	S0960148113004989.ann	open-source		0		https://en.wikipedia.org/wiki/Open_source,ADJECTIVE_81769_0_1
Engineering	S0167610513001001.ann	≈0.5ms-1		No	ms-1	https://en.wikipedia.org/wiki/Metre_per_second,
Engineering	S0960148113005727.ann	Correcting	0			
Engineering	S0960148113002048.ann	proper power absorption characteristics		0	power	https://en.wikipedia.org/wiki/Electricity,NOUN_8184_0_2
Engineering	S0960148113005727.ann	recorded	0			
Engineering	S0167610512002292.ann	the plate		No	plate	,
Engineering	S0960148113005727.ann	wind turbine ageing		1	wind turbine,ageing	https://en.wikipedia.org/wiki/Wind_turbine,NOUN_88925_0_1;,NOUN_179225_1_4
Engineering	S0167610513002729.ann	material		No		https://en.wikipedia.org/wiki/Material,NOUN_55530_1_7
Engineering	S0167610513001001.ann	a 3-beam Doppler lidar profiling method		Yes	3-beam Doppler lidar,profiling method	,;https://en.wikipedia.org/wiki/Data_profiling,
Engineering	S0167610513002729.ann	lateral dispersion		No		,
Engineering	S0960148113004989.ann	the cubic dependence		0		,
Engineering	S096014811300517X.ann	Wide channels		No	channel	,NOUN_66428_0_5
